word1,word2,similarity
a,sería,0.015713104978203773
a,seríais,0.08188578486442566
a,seríamos,0.024464841932058334
a,serían,-0.00632062554359436
a,serías,0.014369498938322067
a,seáis,0.06737463176250458
a,siente,0.00614362396299839
a,sin,0.06114116311073303
a,sintiendo,0.030877036973834038
a,sobre,0.09780712425708771
a,sois,0.05867191404104233
a,somos,0.028216613456606865
a,son,-0.00022248923778533936
a,soy,0.11008299887180328
a,su,0.4796246290206909
a,sus,0.174498051404953
a,suya,0.08534476161003113
a,suyas,0.02414734661579132
a,suyo,0.05939387530088425
a,suyos,0.10209888219833374
a,sí,0.29437318444252014
a,también,0.03950074315071106
a,tanto,0.15196925401687622
a,te,0.2994723916053772
a,tendremos,0.05227326601743698
a,tendrá,0.033211082220077515
a,tendrán,0.03466687723994255
a,tendrás,0.058802299201488495
a,tendré,0.07310508191585541
a,tendréis,0.058563508093357086
a,tendría,0.006054747849702835
a,tendríais,0.06709344685077667
a,tendríamos,0.02393401227891445
a,tendrían,0.016984514892101288
a,tendrías,0.03427679091691971
a,tened,0.056676216423511505
a,tenemos,0.06781113147735596
a,tenga,0.012562133371829987
a,tengamos,0.0420069620013237
a,tengan,0.03468964248895645
a,tengas,0.0025791851803660393
a,tengo,0.07139883935451508
a,tengáis,0.04798358306288719
a,tenida,0.007831372320652008
a,tenidas,-0.048628512769937515
a,tenido,-0.005757022649049759
a,tenidos,-0.018943727016448975
a,teniendo,0.009130964055657387
a,tenéis,0.0745973289012909
a,tenía,0.0507308766245842
a,teníais,0.0698307529091835
a,teníamos,0.06069473177194595
a,tenían,0.04812746122479439
a,tenías,0.035178449004888535
a,ti,0.41687726974487305
a,tiene,0.03952569141983986
a,tienen,0.04444362223148346
a,tienes,0.053467076271772385
a,todo,0.057177260518074036
a,todos,0.14397922158241272
a,tu,0.4001704454421997
a,tus,0.13973984122276306
a,tuve,0.05984767898917198
a,tuviera,0.0009124800562858582
a,tuvierais,0.05387193709611893
a,tuvieran,-0.0070450566709041595
a,tuvieras,0.05019155889749527
a,tuvieron,0.019831418991088867
a,tuviese,8.299294859170914e-05
a,tuvieseis,0.07138030976057053
a,tuviesen,0.012617092579603195
a,tuvieses,0.015238041058182716
a,tuvimos,0.04212486743927002
a,tuviste,0.0446835458278656
a,tuvisteis,0.08117222785949707
a,tuviéramos,0.023835692554712296
a,tuviésemos,0.044703830033540726
a,tuvo,0.01493801549077034
a,tuya,0.042298562824726105
a,tuyas,0.03835725039243698
a,tuyo,-0.004336594603955746
a,tuyos,0.06230849400162697
a,tú,0.2348352074623108
a,un,0.3557531237602234
a,una,0.12387778609991074
a,uno,0.09059317409992218
a,unos,0.15027469396591187
a,vosotras,0.09978339821100235
a,vosotros,0.09681948274374008
a,vuestra,0.19214250147342682
a,vuestras,0.12026892602443695
a,vuestro,0.13267304003238678
a,vuestros,0.1866656392812729
a,y,0.4008823037147522
a,ya,0.3226408362388611
a,yo,0.2655833959579468
a,él,0.3645472824573517
a,éramos,0.03605286031961441
al,algo,0.09617883712053299
al,algunas,-0.049622900784015656
al,algunos,0.011761078611016273
al,ante,0.20519059896469116
al,antes,0.17803125083446503
al,como,0.08982919156551361
al,con,0.22185330092906952
al,contra,0.14744609594345093
al,cual,0.0983060672879219
al,cuando,0.1831822693347931
al,de,0.32183876633644104
al,del,0.38864144682884216
al,desde,0.1989763230085373
al,donde,0.09964030236005783
al,durante,0.07118536531925201
al,e,0.22305959463119507
al,el,0.6949082016944885
al,ella,0.11468799412250519
al,ellas,-0.020913444459438324
al,ellos,0.035281434655189514
al,en,0.43220213055610657
al,entre,0.1284872144460678
al,era,0.12716898322105408
al,erais,0.08790504932403564
al,eran,0.022214069962501526
al,eras,0.07037102431058884
al,eres,0.11659297347068787
al,es,0.35952216386795044
al,esa,0.0520113930106163
al,esas,-0.09067177772521973
al,ese,0.2794876992702484
al,eso,0.08726535737514496
al,esos,0.03270867466926575
al,esta,0.03579229116439819
al,estaba,0.13451559841632843
al,estabais,0.13987761735916138
al,estaban,0.08082260936498642
al,estabas,0.10223816335201263
al,estad,-0.035831984132528305
al,estada,-0.016404910013079643
al,estadas,-0.12368643283843994
al,estado,0.08542394638061523
al,estados,-0.036494530737400055
al,estamos,0.10635215044021606
al,estando,0.10673542320728302
al,estar,0.1908416450023651
al,estaremos,0.1032705307006836
al,estará,0.09601408988237381
al,estarán,0.06446854770183563
al,estarás,0.13690108060836792
al,estaré,0.12343918532133102
al,estaréis,0.1072898730635643
al,estaría,0.04974092170596123
al,estaríais,0.08665604144334793
al,estaríamos,0.06341658532619476
al,estarían,0.03649977594614029
al,estarías,0.08334386348724365
al,estas,-0.054956693202257156
al,este,0.2013695389032364
al,estemos,0.08064025640487671
al,esto,0.1138201355934143
al,estos,-0.0328875295817852
al,estoy,0.09020773321390152
al,estuve,0.136137455701828
al,estuviera,0.07351893186569214
al,estuvierais,0.04739391431212425
al,estuvieran,0.053373195230960846
al,estuvieras,0.11532966792583466
al,estuvieron,0.06412888318300247
al,estuviese,0.06988391280174255
al,estuvieseis,0.0538647323846817
al,estuviesen,0.046737778931856155
al,estuvieses,0.04036135599017143
al,estuvimos,0.0872972384095192
al,estuviste,0.08120408654212952
al,estuvisteis,0.06501714885234833
al,estuviéramos,0.10506001114845276
al,estuviésemos,0.10699043422937393
al,estuvo,0.10012876987457275
al,está,0.10897292196750641
al,estábamos,0.1357635110616684
al,estáis,0.06137266382575035
al,están,0.08005665987730026
al,estás,0.0667109563946724
al,esté,0.09646287560462952
al,estéis,0.07935269922018051
al,estén,0.057723335921764374
al,estés,0.06159583106637001
al,fue,0.10809357464313507
al,fuera,0.07842013239860535
al,fuerais,0.12665191292762756
al,fueran,0.002754252403974533
al,fueras,0.1851073056459427
al,fueron,0.0339539498090744
al,fuese,0.08172617107629776
al,fueseis,0.1028759777545929
al,fuesen,0.0008521564304828644
al,fueses,0.11961859464645386
al,fui,0.22931598126888275
al,fuimos,0.17279872298240662
al,fuiste,0.1480541229248047
al,fuisteis,0.12711715698242188
al,fuéramos,0.09965267032384872
al,fuésemos,0.10000315308570862
al,ha,0.36429059505462646
al,habida,0.023938260972499847
al,habidas,0.054003506898880005
al,habido,0.0017288587987422943
al,habidos,-0.020383452996611595
al,habiendo,0.015130296349525452
al,habremos,0.12140289694070816
al,habrá,0.06412528455257416
al,habrán,0.007619652897119522
al,habrás,0.08475016802549362
al,habré,0.09002351015806198
al,habréis,0.053005117923021317
al,habría,0.07024325430393219
al,habríais,0.15515168011188507
al,habríamos,0.11708338558673859
al,habrían,0.05521842837333679
al,habrías,0.1400970220565796
al,habéis,0.09826645255088806
al,había,0.10823788493871689
al,habíais,0.11552049219608307
al,habíamos,0.1139436811208725
al,habían,0.08034063875675201
al,habías,0.09258963912725449
al,han,0.09588510543107986
al,has,0.11156292259693146
al,hasta,0.21783044934272766
al,hay,0.08005642145872116
al,haya,0.07091616094112396
al,hayamos,0.058013916015625
al,hayan,0.04490669444203377
al,hayas,0.03884432464838028
al,hayáis,0.06829701364040375
al,he,0.35811853408813477
al,hemos,0.10604016482830048
al,hube,0.09362688660621643
al,hubiera,0.07949263602495193
al,hubierais,0.15070495009422302
al,hubieran,0.06897582858800888
al,hubieras,0.11986637860536575
al,hubieron,0.01467912271618843
al,hubiese,0.07476817071437836
al,hubieseis,0.12799662351608276
al,hubiesen,0.065592922270298
al,hubieses,0.08775866031646729
al,hubimos,0.10598313063383102
al,hubiste,0.1549033671617508
al,hubisteis,0.11270712316036224
al,hubiéramos,0.09149682521820068
al,hubiésemos,0.09550982713699341
al,hubo,0.033478349447250366
al,la,0.41873180866241455
al,las,-0.004657460376620293
al,le,0.3323825001716614
al,les,0.18446487188339233
al,lo,0.37317946553230286
al,los,0.11071573197841644
al,me,0.3721991777420044
al,mi,0.48897212743759155
al,mis,0.023959212005138397
al,mucho,0.17649021744728088
al,muchos,0.03581360727548599
al,muy,0.04023530334234238
al,más,0.08305472135543823
al,mí,0.4048296809196472
al,mía,0.0019187573343515396
al,mías,0.054875873029232025
al,mío,0.14132465422153473
al,míos,0.05736977607011795
al,nada,0.13139083981513977
al,ni,0.34176743030548096
al,no,0.2994665503501892
al,nos,0.1649072766304016
al,nosotras,0.044661782681941986
al,nosotros,0.09341157972812653
al,nuestra,0.08771280199289322
al,nuestras,0.0005639940500259399
al,nuestro,0.3364919126033783
al,nuestros,0.09971598535776138
al,o,0.38666948676109314
al,os,0.2623191475868225
al,otra,-0.030013535171747208
al,otras,-0.044877685606479645
al,otro,0.27780550718307495
al,otros,0.050028152763843536
al,para,0.19226552546024323
al,pero,0.14309003949165344
al,poco,0.17082783579826355
al,por,0.22136351466178894
al,porque,0.1773357093334198
al,que,0.15110038220882416
al,quien,0.11567971855401993
al,quienes,0.0193367600440979
al,qué,0.05117030814290047
al,se,0.3231186270713806
al,sea,0.09366139024496078
al,seamos,0.0035786840599030256
al,sean,-0.02138826996088028
al,seas,0.107384592294693
al,sentid,0.07938426733016968
al,sentida,-0.0182662233710289
al,sentidas,0.040817346423864365
al,sentido,0.09519891440868378
al,sentidos,-0.03112272545695305
al,seremos,0.039531808346509933
al,será,0.07138801366090775
al,serán,-0.025907475501298904
al,serás,0.11710075289011002
al,seré,0.14335688948631287
al,seréis,0.03469126671552658
al,sería,0.0836835503578186
al,seríais,0.05268562585115433
al,seríamos,0.02237650752067566
al,serían,-0.020297985523939133
al,serías,0.0788116529583931
al,seáis,0.035334765911102295
al,siente,0.09046822786331177
al,sin,0.11212079226970673
al,sintiendo,0.032731134444475174
al,sobre,0.16056637465953827
al,sois,0.03124767728149891
al,somos,0.03198670595884323
al,son,-0.0149662084877491
al,soy,0.14466077089309692
al,su,0.5131422281265259
al,sus,0.05339691787958145
al,suya,0.019778002053499222
al,suyas,-0.0044927895069122314
al,suyo,0.1506049782037735
al,suyos,0.07059460878372192
al,sí,0.32192641496658325
al,también,0.06869645416736603
al,tanto,0.21059899032115936
al,te,0.27531254291534424
al,tendremos,0.08218947052955627
al,tendrá,0.05644635856151581
al,tendrán,0.03239266574382782
al,tendrás,0.08471895754337311
al,tendré,0.07848837971687317
al,tendréis,0.07128091901540756
al,tendría,0.04591700807213783
al,tendríais,0.10357305407524109
al,tendríamos,0.07553447037935257
al,tendrían,0.042665235698223114
al,tendrías,0.07234933972358704
al,tened,0.0787009447813034
al,tenemos,0.09790419042110443
al,tenga,0.0675470232963562
al,tengamos,0.05273730680346489
al,tengan,0.027605246752500534
al,tengas,0.005423417314887047
al,tengo,0.08250794559717178
al,tengáis,0.030537893995642662
al,tenida,0.024183332920074463
al,tenidas,-0.05509606748819351
al,tenido,0.009640253148972988
al,tenidos,-0.08058926463127136
al,teniendo,0.021519076079130173
al,tenéis,0.06821691989898682
al,tenía,0.07781308144330978
al,teníais,0.10736392438411713
al,teníamos,0.10010504722595215
al,tenían,0.06394055485725403
al,tenías,0.06554634869098663
al,ti,0.35464978218078613
al,tiene,0.08429624140262604
al,tienen,0.06891882419586182
al,tienes,0.07682981342077255
al,todo,0.17725858092308044
al,todos,0.04256580024957657
al,tu,0.4332984983921051
al,tus,0.05669332668185234
al,tuve,0.08640795201063156
al,tuviera,0.022247526794672012
al,tuvierais,0.061185725033283234
al,tuvieran,0.004453599452972412
al,tuvieras,0.06922483444213867
al,tuvieron,0.032002683728933334
al,tuviese,0.025691181421279907
al,tuvieseis,0.05515335872769356
al,tuviesen,0.02994518168270588
al,tuvieses,0.021329255774617195
al,tuvimos,0.07430586218833923
al,tuviste,0.06263051927089691
al,tuvisteis,0.0690508782863617
al,tuviéramos,0.05613201856613159
al,tuviésemos,0.058498140424489975
al,tuvo,0.04336800426244736
al,tuya,0.021606197580695152
al,tuyas,0.04637223854660988
al,tuyo,0.14147651195526123
al,tuyos,0.05965978652238846
al,tú,0.26351115107536316
al,un,0.5753000378608704
al,una,0.03693081811070442
al,uno,0.07641597092151642
al,unos,0.08446159958839417
al,vosotras,0.02884194627404213
al,vosotros,0.03511393442749977
al,vuestra,0.09100207686424255
al,vuestras,0.009103279560804367
al,vuestro,0.29588356614112854
al,vuestros,0.08110061287879944
al,y,0.4145636558532715
al,ya,0.33798158168792725
al,yo,0.31754162907600403
al,él,0.374816358089447
al,éramos,0.047749198973178864
algo,algunas,0.3645477890968323
algo,algunos,0.38020703196525574
algo,ante,0.2520681917667389
algo,antes,0.29280954599380493
algo,como,0.4442037343978882
algo,con,0.36233091354370117
algo,contra,0.18160201609134674
algo,cual,0.33290189504623413
algo,cuando,0.37523210048675537
algo,de,-0.006750371307134628
algo,del,0.1552312672138214
algo,desde,0.2797618508338928
algo,donde,0.25059783458709717
algo,durante,0.24596598744392395
algo,e,0.054040275514125824
algo,el,0.11034839600324631
algo,ella,0.37517935037612915
algo,ellas,0.26880577206611633
algo,ellos,0.3105162978172302
algo,en,0.1216900497674942
algo,entre,0.21718299388885498
algo,era,0.4148505926132202
algo,erais,0.236595019698143
algo,eran,0.16910657286643982
algo,eras,0.23627141118049622
algo,eres,0.3072424530982971
algo,es,0.3557666540145874
algo,esa,0.4685264229774475
algo,esas,0.3344918489456177
algo,ese,0.48495227098464966
algo,eso,0.6324257254600525
algo,esos,0.3511959910392761
algo,esta,0.42891716957092285
algo,estaba,0.2752411365509033
algo,estabais,0.21735858917236328
algo,estaban,0.1693338304758072
algo,estabas,0.2476571500301361
algo,estad,0.206600159406662
algo,estada,0.17822937667369843
algo,estadas,0.2166561782360077
algo,estado,0.28633391857147217
algo,estados,0.14997652173042297
algo,estamos,0.3018243908882141
algo,estando,0.2751652002334595
algo,estar,0.3686695694923401
algo,estaremos,0.2032056748867035
algo,estará,0.1901974380016327
algo,estarán,0.12585094571113586
algo,estarás,0.2019633948802948
algo,estaré,0.22526618838310242
algo,estaréis,0.16495274007320404
algo,estaría,0.3205731213092804
algo,estaríais,0.16428935527801514
algo,estaríamos,0.28896474838256836
algo,estarían,0.18430377542972565
algo,estarías,0.22982299327850342
algo,estas,0.31437212228775024
algo,este,0.437265545129776
algo,estemos,0.2819661498069763
algo,esto,0.6029765605926514
algo,estos,0.3372783660888672
algo,estoy,0.29572319984436035
algo,estuve,0.20717984437942505
algo,estuviera,0.3510310649871826
algo,estuvierais,0.23429039120674133
algo,estuvieran,0.2521989345550537
algo,estuvieras,0.261493980884552
algo,estuvieron,0.14771394431591034
algo,estuviese,0.3428512215614319
algo,estuvieseis,0.2127547264099121
algo,estuviesen,0.2489355206489563
algo,estuvieses,0.25728192925453186
algo,estuvimos,0.17473211884498596
algo,estuviste,0.23010551929473877
algo,estuvisteis,0.12765468657016754
algo,estuviéramos,0.29993849992752075
algo,estuviésemos,0.26122936606407166
algo,estuvo,0.2259446382522583
algo,está,0.3110443949699402
algo,estábamos,0.21982550621032715
algo,estáis,0.14207786321640015
algo,están,0.16804639995098114
algo,estás,0.2406456172466278
algo,esté,0.3217466473579407
algo,estéis,0.14057499170303345
algo,estén,0.19504979252815247
algo,estés,0.20817312598228455
algo,fue,0.31085166335105896
algo,fuera,0.45042285323143005
algo,fuerais,0.2262004315853119
algo,fueran,0.26164788007736206
algo,fueras,0.28378328680992126
algo,fueron,0.0795939490199089
algo,fuese,0.45235002040863037
algo,fueseis,0.18026266992092133
algo,fuesen,0.2438265085220337
algo,fueses,0.24403052031993866
algo,fui,0.18888086080551147
algo,fuimos,0.167874276638031
algo,fuiste,0.22361096739768982
algo,fuisteis,0.13443681597709656
algo,fuéramos,0.28057223558425903
algo,fuésemos,0.24822966754436493
algo,ha,0.20467683672904968
algo,habida,0.20617762207984924
algo,habidas,0.10025495290756226
algo,habido,0.3638021945953369
algo,habidos,0.14194950461387634
algo,habiendo,0.2591143846511841
algo,habremos,0.22675351798534393
algo,habrá,0.33807656168937683
algo,habrán,0.2639249861240387
algo,habrás,0.23532834649085999
algo,habré,0.29020261764526367
algo,habréis,0.19267049431800842
algo,habría,0.3115335702896118
algo,habríais,0.16832584142684937
algo,habríamos,0.24569663405418396
algo,habrían,0.1830199658870697
algo,habrías,0.1826748251914978
algo,habéis,0.21044322848320007
algo,había,0.2743425965309143
algo,habíais,0.21554595232009888
algo,habíamos,0.277599573135376
algo,habían,0.16302654147148132
algo,habías,0.27110034227371216
algo,han,0.21243490278720856
algo,has,0.2658239006996155
algo,hasta,0.28580689430236816
algo,hay,0.4365531802177429
algo,haya,0.3426302671432495
algo,hayamos,0.2787942588329315
algo,hayan,0.2491532415151596
algo,hayas,0.24896416068077087
algo,hayáis,0.19015692174434662
algo,he,0.19337111711502075
algo,hemos,0.2715626358985901
algo,hube,0.1336427479982376
algo,hubiera,0.34634700417518616
algo,hubierais,0.2140732854604721
algo,hubieran,0.2449924647808075
algo,hubieras,0.23983463644981384
algo,hubieron,0.15134206414222717
algo,hubiese,0.34066975116729736
algo,hubieseis,0.2219575047492981
algo,hubiesen,0.2299872636795044
algo,hubieses,0.28371310234069824
algo,hubimos,0.14425089955329895
algo,hubiste,0.05811835080385208
algo,hubisteis,0.04580051079392433
algo,hubiéramos,0.27337878942489624
algo,hubiésemos,0.2640727162361145
algo,hubo,0.2928069829940796
algo,la,0.051731135696172714
algo,las,0.19980256259441376
algo,le,0.14218950271606445
algo,les,0.2668841481208801
algo,lo,0.28692957758903503
algo,los,0.23651587963104248
algo,me,0.19301298260688782
algo,mi,0.1631331443786621
algo,mis,0.1952483355998993
algo,mucho,0.5614258050918579
algo,muchos,0.34221193194389343
algo,muy,0.5538719296455383
algo,más,0.5394913554191589
algo,mí,0.21547971665859222
algo,mía,0.27879559993743896
algo,mías,0.2562369108200073
algo,mío,0.3897858262062073
algo,míos,0.248307466506958
algo,nada,0.697314977645874
algo,ni,0.18261775374412537
algo,no,0.24072597920894623
algo,nos,0.28870224952697754
algo,nosotras,0.2818906009197235
algo,nosotros,0.3496420383453369
algo,nuestra,0.31099092960357666
algo,nuestras,0.23214402794837952
algo,nuestro,0.30616647005081177
algo,nuestros,0.20622587203979492
algo,o,0.24997475743293762
algo,os,0.12899960577487946
algo,otra,0.4860670566558838
algo,otras,0.29133540391921997
algo,otro,0.4510144889354706
algo,otros,0.2981128692626953
algo,para,0.26615238189697266
algo,pero,0.5463317632675171
algo,poco,0.6059288382530212
algo,por,0.3185649514198303
algo,porque,0.5151467323303223
algo,que,0.4985830783843994
algo,quien,0.3243967294692993
algo,quienes,0.1845756620168686
algo,qué,0.36976879835128784
algo,se,0.10803402960300446
algo,sea,0.5041579604148865
algo,seamos,0.3080875277519226
algo,sean,0.2571861147880554
algo,seas,0.30237510800361633
algo,sentid,0.20487479865550995
algo,sentida,0.2658018171787262
algo,sentidas,0.14412946999073029
algo,sentido,0.4672797918319702
algo,sentidos,0.22969889640808105
algo,seremos,0.24280785024166107
algo,será,0.37624871730804443
algo,serán,0.12672871351242065
algo,serás,0.2459987848997116
algo,seré,0.29908376932144165
algo,seréis,0.17357176542282104
algo,sería,0.42892342805862427
algo,seríais,0.22655513882637024
algo,seríamos,0.25002095103263855
algo,serían,0.1807020902633667
algo,serías,0.2284371256828308
algo,seáis,0.1631462574005127
algo,siente,0.41303497552871704
algo,sin,0.3154655992984772
algo,sintiendo,0.3033621907234192
algo,sobre,0.28909751772880554
algo,sois,0.18916171789169312
algo,somos,0.2928878664970398
algo,son,0.2426985502243042
algo,soy,0.32476353645324707
algo,su,0.11285413801670074
algo,sus,0.18853816390037537
algo,suya,0.33377498388290405
algo,suyas,0.28476065397262573
algo,suyo,0.492623507976532
algo,suyos,0.26116836071014404
algo,sí,0.2544022500514984
algo,también,0.4627775549888611
algo,tanto,0.4986412525177002
algo,te,0.14120839536190033
algo,tendremos,0.26827290654182434
algo,tendrá,0.2650907337665558
algo,tendrán,0.21252967417240143
algo,tendrás,0.2194840908050537
algo,tendré,0.2771105170249939
algo,tendréis,0.20392237603664398
algo,tendría,0.341804563999176
algo,tendríais,0.22260573506355286
algo,tendríamos,0.31611746549606323
algo,tendrían,0.2580084204673767
algo,tendrías,0.27351129055023193
algo,tened,0.21429163217544556
algo,tenemos,0.33979785442352295
algo,tenga,0.3778890371322632
algo,tengamos,0.29311779141426086
algo,tengan,0.30325791239738464
algo,tengas,0.2930696904659271
algo,tengo,0.3250536024570465
algo,tengáis,0.2123250514268875
algo,tenida,0.2230907529592514
algo,tenidas,0.16313546895980835
algo,tenido,0.33684951066970825
algo,tenidos,0.1344415545463562
algo,teniendo,0.2600195109844208
algo,tenéis,0.20103320479393005
algo,tenía,0.286717027425766
algo,teníais,0.24371260404586792
algo,teníamos,0.298846960067749
algo,tenían,0.22742114961147308
algo,tenías,0.3010254204273224
algo,ti,0.09870326519012451
algo,tiene,0.3721579611301422
algo,tienen,0.3106563985347748
algo,tienes,0.3192062973976135
algo,todo,0.49688082933425903
algo,todos,0.24968883395195007
algo,tu,0.10894069075584412
algo,tus,0.15816673636436462
algo,tuve,0.24845710396766663
algo,tuviera,0.360950231552124
algo,tuvierais,0.2591739892959595
algo,tuvieran,0.30108195543289185
algo,tuvieras,0.32188403606414795
algo,tuvieron,0.1763637214899063
algo,tuviese,0.3494042158126831
algo,tuvieseis,0.24858605861663818
algo,tuviesen,0.2693333327770233
algo,tuvieses,0.2969672977924347
algo,tuvimos,0.23679423332214355
algo,tuviste,0.2641438841819763
algo,tuvisteis,0.19598019123077393
algo,tuviéramos,0.31461915373802185
algo,tuviésemos,0.2805667817592621
algo,tuvo,0.19966073334217072
algo,tuya,0.3026367425918579
